Protein	Sign.set1	pvalue.set1	qvalue.set1	Sign.set2	pvalue.set2	qvalue.set2	Sign.meta	pvalue.meta	qvalue.meta
MUC24_HUMAN	NA	NA	NA	-1	0.176253546843771	0.214932514189658	-1	0.176253546843771	0.196094692653699
MYG_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYH11_HUMAN	NA	NA	NA	1	0.446648428460563	0.319891972639806	1	0.446648428460563	0.313185630925488
MYL6_HUMAN	NA	NA	NA	-1	0.647060737524738	0.3861880302454	-1	0.647060737524738	0.385477933512987
MYOC_HUMAN	NA	NA	NA	-1	0.583453536045521	0.361376699720745	-1	0.583453536045521	0.360384218380391
NAC2_HUMAN	NA	NA	NA	-1	0.25377837046021	0.250430497910392	-1	0.25377837046021	0.235064189542739
NAC3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
NADC_HUMAN	NA	NA	NA	1	0.122944387942035	0.190506952754253	1	0.122944387942035	0.16241327549459
NAR3_HUMAN	NA	NA	NA	1	0.121790545939718	0.190506952754253	1	0.121790545939718	0.16241327549459
NCAM2_HUMAN	NA	NA	NA	-1	0.29683966861394	0.268877497159909	-1	0.29683966861394	0.250538573496358
NCKX2_HUMAN	NA	NA	NA	-1	0.00424226423488398	0.0541120411459742	-1	0.00424226423488399	0.0320714526650799
NEDD8_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEU1_HUMAN	NA	NA	NA	1	0.348059498630158	0.282679663632657	1	0.348059498630158	0.273134558671605
NEUM_HUMAN	NA	NA	NA	1	0.895320379428844	0.442401077690152	1	0.895320379428844	0.45609076530179
NONO_HUMAN	NA	NA	NA	1	0.788149159891655	0.415852205622499	1	0.788149159891655	0.427681926612223
NPDC1_HUMAN	NA	NA	NA	1	0.580204638368139	0.360217131440682	1	0.580204638368139	0.358790335238386
NPTXR_HUMAN	NA	NA	NA	-1	0.871288549209008	0.437658246618074	-1	0.871288549209008	0.448821395922318
NSG1_HUMAN	NA	NA	NA	-1	0.142700544777926	0.199021100180133	-1	0.142700544777926	0.175329708230895
OSTCN_HUMAN	NA	NA	NA	-1	0.0610727719649329	0.144215051600091	-1	0.0610727719649329	0.115022297163407
OSTP_HUMAN	NA	NA	NA	1	0.689275899165113	0.395477846374388	1	0.689275899165113	0.399110013341824
P85A_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAL4B_HUMAN	NA	NA	NA	1	0.0526998644547593	0.136129744438806	1	0.0526998644547594	0.105334932930188
PAP21_HUMAN	NA	NA	NA	-1	0.272843553842664	0.260422791184934	-1	0.272843553842664	0.243789445331907
PCOC2_HUMAN	NA	NA	NA	-1	0.328812248004401	0.279171263460011	-1	0.328812248004401	0.265194359518378
PDCD1_HUMAN	NA	NA	NA	1	0.974637708345817	0.462971033399347	1	0.974637708345817	0.476038591137972
PDIA3_HUMAN	NA	NA	NA	-1	0.327522486701565	0.279171263460011	-1	0.327522486701565	0.264759960742569
PDXL2_HUMAN	NA	NA	NA	1	0.0270960140403392	0.103450046841721	1	0.0270960140403391	0.0725632714550923
PEDF_HUMAN	NA	NA	NA	1	0.16615406326148	0.212114349110023	1	0.16615406326148	0.190976114932459
PEPA_HUMAN	NA	NA	NA	-1	0.000691517370847024	0.043160233461989	-1	0.000691517370847024	0.0138761062853459
PERM_HUMAN	NA	NA	NA	-1	0.448423465393621	0.319891972639806	-1	0.448423465393621	0.313185630925488
PGK1_HUMAN	NA	NA	NA	1	0.359098182939702	0.287931638233504	1	0.359098182939702	0.278016324784322
PGRC1_HUMAN	NA	NA	NA	-1	0.17906516537998	0.216430237432825	-1	0.17906516537998	0.197767126582314
PGRC2_HUMAN	NA	NA	NA	1	0.203562078717644	0.227208645352041	1	0.203562078717644	0.209317548071059
PGRP2_HUMAN	NA	NA	NA	1	0.446670429860754	0.319891972639806	1	0.446670429860754	0.313185630925488
PI15_HUMAN	NA	NA	NA	-1	0.459014064082953	0.323672710327443	-1	0.459014064082953	0.317325278926408
PILRA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKD1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLGA_HUMAN	NA	NA	NA	1	0.844402728783902	0.432061879812345	1	0.844402728783902	0.441762864607612
PLGB_HUMAN	NA	NA	NA	-1	0.666384691714492	0.389454652839792	-1	0.666384691714492	0.392632187420694
PLMN_HUMAN	NA	NA	NA	1	0.537979986251447	0.349957686159986	1	0.537979986251447	0.344588964936154
PON1_HUMAN	NA	NA	NA	-1	0.837399886651359	0.429815867602055	-1	0.837399886651359	0.439860354967745
PPIA_HUMAN	NA	NA	NA	1	0.123771003511106	0.190506952754253	1	0.123771003511106	0.16241327549459
PPIC_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPIL2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPIP1_HUMAN	NA	NA	NA	-1	0.131034411955437	0.193215136196453	-1	0.131034411955437	0.167461639338153
PRDX1_HUMAN	NA	NA	NA	-1	0.702832539213407	0.401138830647764	-1	0.702832539213407	0.403909667819735
PRND_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PROC_HUMAN	NA	NA	NA	-1	0.37735670448075	0.294227177717999	-1	0.37735670448075	0.285718289703416
PROF1_HUMAN	NA	NA	NA	1	0.706615327321613	0.401479360619187	1	0.706615327321613	0.404164108516662
PRPC_HUMAN	NA	NA	NA	-1	0.382151393788661	0.29644121568018	-1	0.382151393788661	0.287456967178953
PRS23_HUMAN	NA	NA	NA	1	0.512960797312119	0.34064476334871	1	0.512960797312119	0.337008910597543
PSME2_HUMAN	NA	NA	NA	1	0.735869115223175	0.407336450438042	1	0.735869115223175	0.413291699290149
PTK7_HUMAN	NA	NA	NA	-1	0.0117805358232807	0.0803450081041561	-1	0.0117805358232807	0.050994416150265
PTMS_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTPRN_HUMAN	NA	NA	NA	-1	0.128477113477438	0.19225258336358	-1	0.128477113477438	0.165374666117147
RA1L2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB10_HUMAN	NA	NA	NA	-1	0.821725159198787	0.426541127396858	-1	0.821725159198787	0.435407999216563
RAB14_HUMAN	NA	NA	NA	-1	0.113884468139093	0.187156179975231	-1	0.113884468139093	0.157547688973652
RAC1_HUMAN	NA	NA	NA	-1	0.174422106782211	0.213649798366922	-1	0.174422106782211	0.194641622522328
RBM46_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
RCL_HUMAN	NA	NA	NA	1	0.212985525269441	0.229572540369667	1	0.212985525269441	0.214085915768924
RECK_HUMAN	NA	NA	NA	-1	0.914740430788242	0.446883763624974	-1	0.914740430788242	0.460564497617422
RENR_HUMAN	NA	NA	NA	-1	0.101829975661492	0.180083001565265	-1	0.101829975661492	0.148280885361635
RGMC_HUMAN	NA	NA	NA	-1	0.65965420395241	0.387750493601774	-1	0.65965420395241	0.389950741679914
RL14_HUMAN	NA	NA	NA	1	0.0999454523587611	0.178776341852966	1	0.0999454523587611	0.147133170560181
RL18_HUMAN	NA	NA	NA	1	0.058498886967591	0.143538411480171	1	0.0584988869675911	0.11214213920823
RLA2_HUMAN	NA	NA	NA	1	0.460746648585723	0.323672710327443	1	0.460746648585723	0.317325278926408
ROA2_HUMAN	NA	NA	NA	1	0.468490306335826	0.324933415100041	1	0.468490306335826	0.319119730409645
RS18_HUMAN	NA	NA	NA	1	0.713343335992203	0.402001883549971	1	0.713343335992203	0.406707477541567
RS3_HUMAN	NA	NA	NA	-1	0.137704262691524	0.196008338878685	-1	0.137704262691524	0.172293683805958
RS8_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
S10A7_HUMAN	NA	NA	NA	-1	0.197200927927041	0.224957105407266	-1	0.197200927927041	0.206042655627162
S38AA_HUMAN	NA	NA	NA	-1	0.456262798803678	0.322475171529563	-1	0.456262798803678	0.316412304795336
SAA_HUMAN	NA	NA	NA	1	0.609193177523641	0.373054677220537	1	0.609193177523641	0.371157625144641
SCF_HUMAN	NA	NA	NA	1	0.0481030900940478	0.131694788521085	1	0.0481030900940478	0.100076598252213
SCG1_HUMAN	NA	NA	NA	-1	0.0145156416920757	0.085940170179542	-1	0.0145156416920757	0.0564676426107634
SCG2_HUMAN	NA	NA	NA	-1	0.0370271354861058	0.120708566132939	-1	0.0370271354861059	0.0875535021747929
SCN3B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCNNG_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCUB1_HUMAN	NA	NA	NA	1	0.915610940398073	0.446883763624974	1	0.915610940398073	0.460564497617422
SDC4_HUMAN	NA	NA	NA	-1	0.00899170226269128	0.0738008356893269	-1	0.00899170226269129	0.0459914159555954
SE1L1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEPP1_HUMAN	NA	NA	NA	-1	0.0668375183800049	0.146796747409013	-1	0.0668375183800049	0.119188151863242
SET_HUMAN	NA	NA	NA	1	0.338188497398242	0.28096219952946	1	0.338188497398242	0.270530089776859
SH3L1_HUMAN	NA	NA	NA	-1	0.539772187042676	0.350008840618615	-1	0.539772187042676	0.344913729005964
SIAT1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIRBL_HUMAN	NA	NA	NA	-1	0.245872397785889	0.247913017689067	-1	0.245872397785889	0.231685984547549
SMR3B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPB12_HUMAN	NA	NA	NA	-1	0.0252820613419155	0.100959723998312	-1	0.0252820613419155	0.0710490668239033
SPRC_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRGN_HUMAN	NA	NA	NA	-1	0.886698596152717	0.440575952613303	-1	0.886698596152717	0.454434993999441
SRP14_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAB2_HUMAN	NA	NA	NA	-1	0.0643198911611314	0.144299965989561	-1	0.0643198911611314	0.117830289629985
STB5L_HUMAN	NA	NA	NA	-1	0.219369231756836	0.232994826528076	-1	0.219369231756836	0.216383456167841
STMN1_HUMAN	NA	NA	NA	1	0.455971983184601	0.322475171529563	1	0.455971983184601	0.316412304795336
SUMO2_HUMAN	NA	NA	NA	1	0.0346222773893782	0.117804273271146	1	0.0346222773893783	0.0839869395013734
SYUG_HUMAN	NA	NA	NA	-1	0.138786451771371	0.196181608311265	-1	0.138786451771371	0.173094993681806
TAGL2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBA1A_HUMAN	NA	NA	NA	1	0.0116702060301571	0.0803450081041561	1	0.011670206030157	0.050994416150265
TENX_HUMAN	NA	NA	NA	-1	0.0171500796433237	0.0941775666270248	-1	0.0171500796433237	0.061764643601804
TENXA_HUMAN	NA	NA	NA	-1	0.016447780752532	0.0941775666270248	-1	0.016447780752532	0.0613347478169327
TFPI1_HUMAN	NA	NA	NA	-1	0.994862334002789	0.468060544408052	-1	0.994862334002789	0.481036415843791
TGFR2_HUMAN	NA	NA	NA	-1	0.800790096293913	0.417835766521669	-1	0.800790096293913	0.430288231895246
TGON2_HUMAN	NA	NA	NA	1	0.777539797062287	0.411981115805662	1	0.777539797062287	0.423277298435181
THBG_HUMAN	NA	NA	NA	1	0.428155687020015	0.311273084875537	1	0.428155687020015	0.307023106831065
THRB_HUMAN	NA	NA	NA	-1	0.216164382157683	0.231195266174744	-1	0.216164382157683	0.214996185324401
TICN1_HUMAN	NA	NA	NA	-1	0.00450336213050964	0.0541120411459742	-1	0.00450336213050965	0.032665131916943
TIMD3_HUMAN	NA	NA	NA	-1	0.00237375257023629	0.0541120411459742	-1	0.00237375257023629	0.0283140633165461
TKNK_HUMAN	NA	NA	NA	-1	0.377402708193987	0.294227177717999	-1	0.377402708193987	0.285718289703416
TM149_HUMAN	NA	NA	NA	-1	0.377158507865978	0.294227177717999	-1	0.377158507865978	0.285718289703416
TMED4_HUMAN	NA	NA	NA	-1	0.859168688622341	0.434386321495704	-1	0.859168688622341	0.444712103526795
TMM27_HUMAN	NA	NA	NA	-1	0.0560169658336937	0.138963730716731	-1	0.0560169658336937	0.108547312954557
TMSL1_HUMAN	NA	NA	NA	1	0.216188824306304	0.231195266174744	1	0.216188824306304	0.214996185324401
TNR12_HUMAN	NA	NA	NA	-1	0.185286559216298	0.220036401887659	-1	0.185286559216298	0.202554403486161
TOLIP_HUMAN	NA	NA	NA	-1	0.0261388090426072	0.101696394898883	-1	0.0261388090426072	0.0712966279104022
TPM1_HUMAN	NA	NA	NA	1	0.572510391292938	0.357629314826818	1	0.572510391292938	0.355260179526891
TPM3_HUMAN	NA	NA	NA	1	0.204929362360467	0.227491634321677	1	0.204929362360467	0.209765411788632
TPM3L_HUMAN	NA	NA	NA	1	0.149211087025492	0.20166838987273	1	0.149211087025492	0.180383740707026
TPM4_HUMAN	NA	NA	NA	-1	0.793360159775012	0.416046612873585	-1	0.793360159775012	0.428413618661429
TRAP1_HUMAN	NA	NA	NA	1	0.791162419470498	0.415852205622499	1	0.791162419470498	0.427981525542436
TRFE_HUMAN	NA	NA	NA	1	0.115908592672971	0.187156179975231	1	0.115908592672971	0.159043209143839
TRY1_HUMAN	NA	NA	NA	1	0.476866118144779	0.326454368748405	1	0.476866118144779	0.32156047638764
TRY2_HUMAN	NA	NA	NA	1	0.655527445946326	0.387750493601774	1	0.655527445946326	0.388795800335859
TSP1_HUMAN	NA	NA	NA	-1	0.726928575499264	0.403480906227026	-1	0.726928575499264	0.411154259206702
TTLL6_HUMAN	NA	NA	NA	1	0.54794920175832	0.353304259036241	1	0.54794920175832	0.347245121481778
UBIQ_HUMAN	NA	NA	NA	-1	0.330259329264801	0.279329641799861	-1	0.330259329264801	0.265373710437516
VASP_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
VEGFA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
VTDB_HUMAN	NA	NA	NA	1	0.411725563554116	0.304152760172951	1	0.411725563554116	0.300676688343716
X3CL1_HUMAN	NA	NA	NA	-1	0.197690182845991	0.224957105407266	-1	0.197690182845991	0.206042655627162
YIPF3_HUMAN	NA	NA	NA	-1	0.724569030317293	0.402834294694056	-1	0.724569030317293	0.410251988481221
ZA2G_HUMAN	NA	NA	NA	1	0.407745623114862	0.304152760172951	1	0.407745623114862	0.298582670434921
ZFPL1_HUMAN	NA	NA	NA	-1	0.310522374865555	0.272217501105351	-1	0.310522374865555	0.25524602202712
ZG16B_HUMAN	NA	NA	NA	-1	0.180455983990691	0.216430237432825	-1	0.180455983990691	0.198486388943892
ZPI_HUMAN	NA	NA	NA	-1	0.0454112479935143	0.129182296969763	-1	0.0454112479935143	0.09699183095059
